sys_RespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_SumPageTimes,sys_StartTimeStamp,sys_EndTimeStamp,sys_DataSource,sys_RespStatus,sys_RespRemoved,sys_DispositionCode,sys_LastQuestion,sys_UserJavaScript,sys_UserAgent,sys_OperatingSystem,sys_Browser,sys_IPAddress,sys_ScreenWidth,sys_CAPIDeviceID,PROLIFICPID,SESSIONID,SURVEYID,Q1,Q2,Q3,Q4,CBC_Random1,CBC_Random2,CBC_Random3,CBC_Random4,CBC_Random5,CBC_Random6,CBC_Random7,CBC_Random8,CBC_Random9,CBC_Random10,CBC_Random11,CBC_Random12,CBCSwipe_Con1,CBCSwipe_Con2,CBCSwipe_Con3,CBCSwipe_Con4,CBCSwipe_Con5,CBCSwipe_Con6,CBCSwipe_Con7,CBCSwipe_Con8,CBCSwipe_Con9,CBCSwipe_Con10,CBCSwipe_Con11,CBCSwipe_Con12,CBCSwipe_Con13,CBCSwipe_Con14,CBCSwipe_Con15,CBCSwipe_Con16,CBCSwipe_Con17,CBCSwipe_Con18,CBCSwipe_Con19,CBCSwipe_Con20,CBCSwipe_Con21,CBCSwipe_Con22,CBCSwipe_Con23,CBCSwipe_Con24,CBCSwipe_Con25,CBCSwipe_Con26,CBCSwipe_Con27,CBCSwipe_Con28,CBCSwipe_Con29,CBCSwipe_Con30,CBCSwipe_Con31,CBCSwipe_Con32,CBCSwipe_Con33,CBCSwipe_Con34,CBCSwipe_Con35,CBCSwipe_Con36,Gender,Age,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_7,Education,Income,Experience,Satisfaction_1,Satisfaction_2,Satisfaction_3,Satisfaction_4,Satisfaction_5,Satisfaction_6,Satisfaction_7,sys_CBCVersion_CBC,sys_CBCDesignID_CBC,sys_pagetime_1,sys_pagetime_2,sys_pagetime_3,sys_pagetime_4,sys_pagetime_5,sys_pagetime_6,sys_pagetime_7,sys_pagetime_8,sys_pagetime_9,sys_pagetime_10,sys_pagetime_11,sys_pagetime_12,sys_pagetime_13,sys_pagetime_14,sys_pagetime_15,sys_pagetime_16,sys_pagetime_17,sys_pagetime_18,sys_pagetime_19,sys_pagetime_20,sys_pagetime_21,sys_pagetime_22,sys_pagetime_23,sys_pagetime_24,sys_pagetime_25,sys_pagetime_26,sys_pagetime_27
11,10 Mar 2023 - 18:56:50 MST,10 Mar 2023 - 19:02:47 MST,357,357,1678499810,1678500167,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/110.0.5481.114 Mobile/15E148 Safari/604.1",,Mobile 15E148,166.216.158.34,414,,5ffa65ae7211c742f5e88aaf,640bdfce2b712c8962ccdd64,64024c13edfbd03a3efa7bb9,2,2,4,5,4,5,2,5,5,3,5,3,3,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,1,0,0,0,0,0,6,2,3,1,0,1,0,0,0,0,11,CBC1_1674746525_6,,18,4,4,8,4,54,17,11,70,24,11,16,13,23,8,11,13,,,4,5,5,6,6,15,7
12,10 Mar 2023 - 18:57:07 MST,10 Mar 2023 - 18:59:36 MST,149,147,1678499827,1678499976,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1",,Safari 604.1,2600:4040:1239:fe00:21df:d87c:4818:c3fd,390,,5f4291c09c50d20acdf9236d,640bdfe85732081db3bcd3b9,64024c13edfbd03a3efa7bb9,3,1,2,2,2,1,2,2,1,1,1,4,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,2,7,3,1,0,0,0,0,0,0,12,CBC1_1674746525_6,,4,3,3,3,5,8,3,8,12,6,4,4,5,6,3,11,5,,,2,25,3,3,5,12,4
13,10 Mar 2023 - 18:58:14 MST,10 Mar 2023 - 19:09:36 MST,682,681,1678499894,1678500576,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",,Safari 604.1,70.44.211.76,390,,63038cfdc7ebc9bf4ded0cd1,640be01b9049c13ee186b5cd,64024c13edfbd03a3efa7bb9,3,1,3,1,3,4,1,2,5,4,4,2,3,4,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,0,0,0,0,0,0,2,3,2,1,1,0,1,1,0,0,13,CBC1_1674746525_6,,10,3,6,12,17,94,39,52,79,62,25,43,29,40,57,33,26,,,2,4,4,3,9,3,29
14,10 Mar 2023 - 18:59:17 MST,10 Mar 2023 - 19:04:09 MST,292,290,1678499957,1678500249,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 13; Pixel 7 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",Android 13,Chrome 110.0.0.0,2600:1700:2780:5180:7f84:2c5e:2333:edb3,486,,5e13e0232d2185a20d9c3b4f,640bdff7addf5b77154c7a1a,64024c13edfbd03a3efa7bb9,2,2,4,1,2,4,4,4,1,1,1,2,2,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0,0,0,0,0,5,4,2,0,0,1,0,0,0,0,14,CBC1_1674746525_6,,11,2,3,3,4,17,13,21,15,9,10,9,18,73,14,31,14,,,2,1,3,4,4,4,5
15,10 Mar 2023 - 19:02:39 MST,10 Mar 2023 - 19:05:47 MST,188,186,1678500159,1678500347,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",,Safari 604.1,2607:fb91:11:a735:3dda:29bc:9d47:e254,414,,5f6e98ec19059f3f4b59a12f,640be130f54c497eadbf8380,64024c13edfbd03a3efa7bb9,1,2,4,5,3,1,3,3,4,3,2,3,3,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0,0,0,0,0,5,3,2,0,0,1,0,0,0,0,15,CBC1_1674746525_6,,11,3,4,12,5,22,17,8,8,7,11,13,8,7,9,7,8,,,3,3,3,3,3,5,6
16,10 Mar 2023 - 19:03:16 MST,10 Mar 2023 - 19:11:32 MST,496,494,1678500196,1678500692,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",,Safari 604.1,2601:601:d02:1340:1c0e:5de9:1ae1:e0fd,414,,62c895e07624a00daae301bb,640be153fff34215535588bc,64024c13edfbd03a3efa7bb9,5,2,4,4,5,3,2,4,2,1,5,2,2,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,0,0,0,0,0,0,6,5,2,0,0,0,1,0,0,0,16,CBC1_1674746525_6,,13,5,4,17,33,59,32,57,19,40,22,34,30,21,31,16,22,,,3,3,3,4,4,7,15
17,10 Mar 2023 - 19:06:36 MST,10 Mar 2023 - 19:11:37 MST,301,298,1678500396,1678500697,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1",,Safari 604.1,2600:1004:b06a:4be1:53d:f88e:ffc5:4610,390,,5f9d53c5a1f16e2576a935ed,640be21d3acceeb6dae5021f,64024c13edfbd03a3efa7bb9,2,2,4,5,1,5,1,2,1,4,5,4,3,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,0,0,0,0,0,0,5,4,2,1,0,0,1,1,0,0,17,CBC1_1674746525_6,,11,52,3,12,17,30,30,13,9,9,10,14,8,12,15,8,8,,,2,3,2,3,4,2,21
18,10 Mar 2023 - 19:07:05 MST,10 Mar 2023 - 19:12:14 MST,309,309,1678500425,1678500734,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 13; SM-G781U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36",Android 13,Chrome 108.0.0.0,2607:fb90:ea0b:528e:4504:2fd8:3c14:84ab,412,,5c1ac9a924e01a000144e64a,640be23532167ea5b6011024,64024c13edfbd03a3efa7bb9,6,1,2,,5,4,5,4,3,4,2,2,3,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0,0,0,0,0,2,1,2,1,0,1,0,0,0,0,18,CBC1_1674746525_6,,6,3,4,,28,27,21,31,19,14,11,32,19,24,10,21,15,,,3,2,4,2,3,3,7
19,10 Mar 2023 - 19:07:39 MST,10 Mar 2023 - 19:16:00 MST,501,499,1678500459,1678500960,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 11; B140DL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",Android 11,Chrome 110.0.0.0,174.240.176.139,363,,5d93828b5b11ac0017eedc19,640be2565571db4fcdf5faac,64024c13edfbd03a3efa7bb9,3,1,4,4,1,3,4,1,4,2,5,4,1,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,19,CBC1_1674746525_6,,39,28,9,30,29,50,37,46,42,12,20,13,20,11,34,9,16,,,5,4,4,4,4,14,19
20,10 Mar 2023 - 19:08:23 MST,10 Mar 2023 - 19:12:37 MST,254,254,1678500503,1678500757,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",,Safari 604.1,2603:6010:e700:23ab:bc71:c200:5ad7:6ea3,428,,612390865f5950d09c2f2278,640be2836687eaea264dd083,64024c13edfbd03a3efa7bb9,1,2,4,2,2,4,4,3,5,4,5,1,4,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,0,0,0,0,3,2,2,1,0,1,1,1,0,0,20,CBC1_1674746525_6,,7,3,6,9,40,43,10,9,13,13,11,8,13,13,9,10,10,,,3,2,2,3,3,4,10
21,10 Mar 2023 - 19:08:27 MST,10 Mar 2023 - 19:10:18 MST,111,109,1678500507,1678500618,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/111.0.5563.54 Mobile/15E148 Safari/604.1",,Mobile 15E148,2600:8800:3100:78c0:e009:f44a:8eaf:4265,375,,6105109c53972b8f5ee5f659,640be28a47e8cbc0564dd0c3,64024c13edfbd03a3efa7bb9,3,1,3,2,4,4,1,4,1,4,2,3,2,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,21,CBC1_1674746525_6,,4,2,2,3,2,5,5,5,6,9,6,7,5,4,6,5,5,,,2,4,8,3,3,5,3
22,10 Mar 2023 - 19:09:46 MST,10 Mar 2023 - 19:16:22 MST,396,394,1678500586,1678500982,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/254.0.513445336 Mobile/15E148 Safari/604.1",,Safari 604.1,2603:6011:310f:f5eb:a8bf:f323:8228:b963,320,,63ea790a1c65b7fc0c6922de,640be2a4a91182e254a4938d,64024c13edfbd03a3efa7bb9,6,1,1,,4,4,3,1,4,3,5,5,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,0,1,2,2,1,0,0,1,1,0,0,22,CBC1_1674746525_6,,7,4,6,,40,26,30,30,19,31,18,13,29,18,49,17,16,,,5,4,6,4,4,5,13
23,10 Mar 2023 - 19:09:47 MST,10 Mar 2023 - 19:09:47 MST,0,0,1678500587,1678500587,1,2,0,,Q1,1,"Mozilla/5.0 (Linux; Android 7.0; SM-G930V Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36 (compatible; Google-Read-Aloud; +https://support.google.com/webmasters/answer/1061943)",Android 7.0,Chrome 59.0.3071.125,64.233.172.225,980,,63ea790a1c65b7fc0c6922de,640be2a4a91182e254a4938d,64024c13edfbd03a3efa7bb9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,10 Mar 2023 - 19:09:47 MST,10 Mar 2023 - 19:09:47 MST,0,0,1678500587,1678500587,1,2,0,,Q1,1,"Mozilla/5.0 (Linux; Android 7.0; SM-G930V Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36 (compatible; Google-Read-Aloud; +https://support.google.com/webmasters/answer/1061943)",Android 7.0,Chrome 59.0.3071.125,64.233.172.227,980,,63ea790a1c65b7fc0c6922de,640be2a4a91182e254a4938d,64024c13edfbd03a3efa7bb9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,10 Mar 2023 - 19:09:47 MST,10 Mar 2023 - 19:09:47 MST,0,0,1678500587,1678500587,1,2,0,,Q1,1,"Mozilla/5.0 (Linux; Android 7.0; SM-G930V Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36 (compatible; Google-Read-Aloud; +https://support.google.com/webmasters/answer/1061943)",Android 7.0,Chrome 59.0.3071.125,64.233.172.229,980,,63ea790a1c65b7fc0c6922de,640be2a4a91182e254a4938d,64024c13edfbd03a3efa7bb9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,10 Mar 2023 - 19:12:14 MST,10 Mar 2023 - 19:20:06 MST,472,470,1678500734,1678501206,1,5,0,,Terminate,1,Mozilla/5.0 (Android 10; Mobile; rv:108.0) Gecko/108.0 Firefox/108.0,Android 10,Firefox 108.0,172.58.155.11,324,,5de83f3b3aa615000a41f831,640be34eb4dd3a78350c79df,64024c13edfbd03a3efa7bb9,2,2,4,2,2,5,2,1,2,1,4,1,2,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,1,0,0,0,0,0,2,1,2,0,1,0,0,0,1,0,26,CBC1_1674746525_6,,11,9,10,18,52,78,42,27,44,29,24,18,14,8,10,10,7,,,4,4,4,3,5,6,33
27,10 Mar 2023 - 19:12:42 MST,10 Mar 2023 - 19:17:14 MST,272,268,1678500762,1678501034,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 13; SM-G991U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",Android 13,Chrome 110.0.0.0,2603:9001:901:69c7:a4c7:a01b:9559:d3e7,360,,5f8b30e56acaf60de565ef4f,640be346f3b418e8bb1a166b,64024c13edfbd03a3efa7bb9,2,1,2,5,3,3,2,2,5,2,1,2,2,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0,0,0,0,0,5,7,2,1,0,1,0,1,0,0,27,CBC1_1674746525_6,,26,3,3,18,7,50,16,16,15,11,16,12,12,9,8,7,8,,,3,4,2,6,3,3,10
28,10 Mar 2023 - 19:13:52 MST,10 Mar 2023 - 19:17:31 MST,219,216,1678500832,1678501051,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",Android 10,Chrome 111.0.0.0,2603:6010:3406:682e:c452:b6d2:85ae:1a9d,432,,630a8f9ceb0ad85d83eb887c,640be3d2870174f9d4fa4ee5,64024c13edfbd03a3efa7bb9,2,1,3,6,1,3,4,3,1,2,1,4,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0,0,0,0,0,5,2,2,1,0,1,0,0,0,0,28,CBC1_1674746525_6,,4,4,4,7,25,14,19,14,15,11,13,9,14,14,11,14,7,,,2,2,2,3,1,3,4
