sys_RespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_SumPageTimes,sys_StartTimeStamp,sys_EndTimeStamp,sys_DataSource,sys_RespStatus,sys_RespRemoved,sys_DispositionCode,sys_LastQuestion,sys_UserJavaScript,sys_UserAgent,sys_OperatingSystem,sys_Browser,sys_IPAddress,sys_ScreenWidth,sys_CAPIDeviceID,PROLIFICPID,SESSIONID,SURVEYID,Q1,Q2,Q3,Q4,CBC_Random1,CBC_Random2,CBC_Random3,CBC_Random4,CBC_Random5,CBC_Random6,CBC_Random7,CBC_Random8,CBC_Random9,CBC_Random10,CBC_Random11,CBC_Random12,CBCSwipe_Con1,CBCSwipe_Con2,CBCSwipe_Con3,CBCSwipe_Con4,CBCSwipe_Con5,CBCSwipe_Con6,CBCSwipe_Con7,CBCSwipe_Con8,CBCSwipe_Con9,CBCSwipe_Con10,CBCSwipe_Con11,CBCSwipe_Con12,CBCSwipe_Con13,CBCSwipe_Con14,CBCSwipe_Con15,CBCSwipe_Con16,CBCSwipe_Con17,CBCSwipe_Con18,CBCSwipe_Con19,CBCSwipe_Con20,CBCSwipe_Con21,CBCSwipe_Con22,CBCSwipe_Con23,CBCSwipe_Con24,CBCSwipe_Con25,CBCSwipe_Con26,CBCSwipe_Con27,CBCSwipe_Con28,CBCSwipe_Con29,CBCSwipe_Con30,CBCSwipe_Con31,CBCSwipe_Con32,CBCSwipe_Con33,CBCSwipe_Con34,CBCSwipe_Con35,CBCSwipe_Con36,Gender,Age,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_7,Education,Income,Experience,Satisfaction_1,Satisfaction_2,Satisfaction_3,Satisfaction_4,Satisfaction_5,Satisfaction_6,Satisfaction_7,sys_CBCVersion_CBC,sys_CBCDesignID_CBC,sys_pagetime_1,sys_pagetime_2,sys_pagetime_3,sys_pagetime_4,sys_pagetime_5,sys_pagetime_6,sys_pagetime_7,sys_pagetime_8,sys_pagetime_9,sys_pagetime_10,sys_pagetime_11,sys_pagetime_12,sys_pagetime_13,sys_pagetime_14,sys_pagetime_15,sys_pagetime_16,sys_pagetime_17,sys_pagetime_18,sys_pagetime_19,sys_pagetime_20,sys_pagetime_21,sys_pagetime_22,sys_pagetime_23,sys_pagetime_24,sys_pagetime_25,sys_pagetime_26,sys_pagetime_27
11,10 Mar 2023 - 18:50:57 MST,10 Mar 2023 - 18:54:21 MST,204,201,1678499457,1678499661,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",,Safari 604.1,2600:1700:3ec3:110:9567:4cfc:78e7:4bc8,375,,5d487f57a1cf350016cb3c76,640bde62240c3f1675d51221,64024c13edfbd03a3efa7bb9,3,1,3,2,4,4,4,3,3,1,2,2,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,0,1,0,0,0,5,6,3,1,0,1,1,0,0,0,11,CBC1_1674746525_6,,27,7,5,4,7,38,10,7,6,6,4,6,10,17,6,6,5,,,2,3,4,4,5,4,8
12,10 Mar 2023 - 18:52:50 MST,10 Mar 2023 - 18:57:05 MST,255,254,1678499570,1678499825,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 13; SM-S901U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",Android 13,Chrome 111.0.0.0,68.117.233.81,320,,6408e0eddfe1b1847f0cd053,640bdedac208fb5bc9f5fac9,64024c13edfbd03a3efa7bb9,2,2,3,1,2,2,3,3,3,2,3,2,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,0,0,0,0,0,0,3,3,2,0,0,1,1,1,0,0,12,CBC1_1674746525_6,,10,5,6,12,9,24,12,19,15,20,14,13,8,11,6,16,12,,,2,5,5,4,4,8,14
13,10 Mar 2023 - 18:56:03 MST,10 Mar 2023 - 18:59:05 MST,182,180,1678499763,1678499945,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/111.0.5563.54 Mobile/15E148 Safari/604.1",,Mobile 15E148,74.141.141.91,414,,5f0907cacd2a9f194b21eda8,640bdfa4b0fed681bf6ce661,64024c13edfbd03a3efa7bb9,1,2,4,7,3,4,3,4,1,4,2,4,2,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,5,2,2,0,0,1,0,0,0,0,13,CBC1_1674746525_6,,7,3,4,9,7,34,15,9,5,7,8,9,10,10,8,6,6,,,2,3,2,2,3,6,5
14,10 Mar 2023 - 19:02:44 MST,10 Mar 2023 - 19:11:40 MST,536,536,1678500164,1678500700,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",,Safari 604.1,2600:1700:f140:f70:56f:4392:f3e0:d0ba,390,,63eede94f681b834bca2a179,640be0e5308f58d24b72202e,64024c13edfbd03a3efa7bb9,6,2,4,,5,5,3,2,5,5,5,5,2,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,0,0,0,0,0,0,3,2,2,0,0,0,1,1,0,0,14,CBC1_1674746525_6,,27,5,12,,52,123,36,28,27,26,38,14,14,15,14,13,14,,,8,5,4,7,7,13,34
15,10 Mar 2023 - 19:02:51 MST,10 Mar 2023 - 19:08:19 MST,328,327,1678500171,1678500499,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 13; SM-G781U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",Android 13,Chrome 110.0.0.0,2601:240:cf80:dd10:94a3:32d4:2d33:11af,412,,63d7c46f72200f492baa25ac,640be13615eeb89d43fa4f21,64024c13edfbd03a3efa7bb9,1,2,4,2,3,1,5,2,4,5,2,3,5,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,1,0,0,0,0,0,2,2,2,0,1,0,0,1,0,0,15,CBC1_1674746525_6,,9,7,8,12,64,40,18,15,13,17,9,9,16,10,15,9,6,,,3,6,5,4,4,5,23
16,10 Mar 2023 - 19:03:05 MST,10 Mar 2023 - 19:11:58 MST,533,532,1678500185,1678500718,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 13; SM-S908U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",Android 13,Chrome 111.0.0.0,24.185.55.13,360,,610b1e83056a8a19d10c0dcf,640be13eeeed31e795e546a3,64024c13edfbd03a3efa7bb9,6,1,4,,2,3,3,1,1,4,4,4,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,0,0,0,0,5,5,2,0,0,0,0,0,0,1,16,CBC1_1674746525_6,,8,8,6,,27,50,20,51,22,62,26,25,40,46,21,33,18,,,3,12,6,6,6,4,32
17,10 Mar 2023 - 19:05:29 MST,10 Mar 2023 - 19:09:23 MST,234,229,1678500329,1678500563,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/110.0.5481.114 Mobile/15E148 Safari/604.1",,Mobile 15E148,2601:406:4280:b0:cc21:2b65:ed2b:d88f,414,,5fb6f3bc48d534199270ad38,640be1a7c04ebc8f812bec9d,64024c13edfbd03a3efa7bb9,6,2,4,,4,4,3,3,2,4,1,1,2,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,3,1,2,0,0,0,0,1,0,0,17,CBC1_1674746525_6,,4,2,3,,6,31,20,10,44,11,12,18,11,13,6,5,8,,,2,1,2,3,2,3,12
18,10 Mar 2023 - 19:07:41 MST,10 Mar 2023 - 19:11:26 MST,225,225,1678500461,1678500686,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",,Safari 604.1,104.58.166.156,430,,5feffaf65312ca38b5f63206,640be262da4d76bebbe5467a,64024c13edfbd03a3efa7bb9,1,2,4,2,1,2,4,2,1,4,3,4,2,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0,0,0,0,0,5,5,2,1,0,0,1,1,0,0,18,CBC1_1674746525_6,,5,3,4,12,15,41,15,12,9,6,10,12,7,10,9,18,8,,,2,3,4,2,3,4,11
19,10 Mar 2023 - 19:08:09 MST,10 Mar 2023 - 19:14:23 MST,374,374,1678500489,1678500863,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 11; moto g power) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",Android 11,Chrome 110.0.0.0,2603:6080:e103:27f5:f9b3:10a1:a249:1814,412,,5f9b701704aa55229049cee0,640be27a5eb7fc475a9d4e39,64024c13edfbd03a3efa7bb9,1,1,2,4,2,2,3,3,4,1,3,2,1,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,1,0,0,0,0,0,5,2,2,0,0,0,1,0,0,0,19,CBC1_1674746525_6,,8,4,4,10,25,54,30,28,51,29,14,11,16,12,13,25,13,,,3,3,3,4,3,4,7
20,10 Mar 2023 - 19:11:33 MST,10 Mar 2023 - 19:17:35 MST,362,370,1678500693,1678501055,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 7.1.1; Z839) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",Android 7.1.1,Chrome 110.0.0.0,97.118.166.22,320,,55d10258a392570012ea105b,640be338ebeae58de486b5c9,64024c13edfbd03a3efa7bb9,1,1,3,7,5,3,2,4,5,1,3,3,2,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,0,0,0,0,0,0,5,3,2,0,0,1,0,0,0,0,20,CBC1_1674746525_6,,12,4,14,14,9,26,30,29,28,66,9,8,18,22,14,12,15,,,5,7,10,4,4,5,5
21,10 Mar 2023 - 19:11:49 MST,10 Mar 2023 - 19:14:44 MST,175,175,1678500709,1678500884,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1",,Safari 604.1,75.53.186.72,393,,5e6040ebbccd41000ad90a4e,640be358dc37665b78d51203,64024c13edfbd03a3efa7bb9,3,2,4,3,2,4,1,1,4,1,5,4,2,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0,0,0,0,0,5,6,2,0,0,1,0,1,0,0,21,CBC1_1674746525_6,,5,3,5,6,8,22,10,8,11,11,12,8,8,7,5,8,5,,,2,4,2,3,6,5,11
22,10 Mar 2023 - 19:12:07 MST,10 Mar 2023 - 19:15:38 MST,211,211,1678500727,1678500938,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 13; SM-A716U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",Android 13,Chrome 111.0.0.0,68.47.197.62,412,,5dc6e8472865554f0289bb6d,640be353fff34215535588da,64024c13edfbd03a3efa7bb9,1,2,4,4,4,2,2,4,2,2,4,4,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,0,0,0,0,0,0,3,2,2,0,0,0,1,1,0,0,22,CBC1_1674746525_6,,6,3,4,6,7,15,17,14,12,8,11,8,22,21,12,11,8,,,3,3,2,2,3,3,10
23,10 Mar 2023 - 19:12:57 MST,10 Mar 2023 - 19:19:49 MST,412,410,1678500777,1678501189,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",,Safari 604.1,2607:fb91:220:5d1b:3927:bbee:a9c2:b9f7,390,,5d37a4aab1e2a50017d13d80,640be38e43ff515f23ccdd8b,64024c13edfbd03a3efa7bb9,6,2,4,,1,1,2,4,2,3,2,1,2,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,5,7,2,0,0,1,0,0,0,0,23,CBC1_1674746525_6,,7,3,4,,5,25,14,10,91,15,153,5,8,6,11,13,7,,,3,4,3,5,3,6,9
24,10 Mar 2023 - 19:16:15 MST,10 Mar 2023 - 19:24:48 MST,513,557,1678500975,1678501488,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1",,Safari 604.1,2600:1700:5654:18d0:e0a8:7417:861c:66d5,393,,60fcdb6cf1d45f7a16312fc7,640be452f0b00e45af92d70a,64024c13edfbd03a3efa7bb9,4,1,2,4,1,2,1,3,4,3,1,3,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0,0,0,0,0,5,2,2,1,0,0,0,1,0,0,24,CBC1_1674746525_6,,13,3,10,21,10,62,17,114,28,21,20,41,69,13,13,21,15,,,26,7,6,7,6,5,9
25,10 Mar 2023 - 19:18:04 MST,10 Mar 2023 - 19:22:56 MST,292,289,1678501084,1678501376,1,5,0,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",,Safari 604.1,173.81.97.91,414,,62fea4a6acdc0bed6aaaa5a2,640be4940df8c91810a9ec09,64024c13edfbd03a3efa7bb9,2,1,2,5,4,2,3,3,2,4,2,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0,0,0,0,0,4,3,2,1,0,1,0,1,0,0,25,CBC1_1674746525_6,,5,4,4,12,20,40,21,22,12,9,22,13,13,20,11,18,14,,,2,2,3,2,3,4,13
26,10 Mar 2023 - 19:18:30 MST,10 Mar 2023 - 19:23:01 MST,271,269,1678501110,1678501381,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 8.0.0; moto e5 play) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Mobile Safari/537.36",Android 8.0.0,Chrome 107.0.0.0,24.49.5.165,424,,629e112d75f3665c8362ab6f,640be3f3c04ebc8f812becc0,64024c13edfbd03a3efa7bb9,1,2,4,2,4,4,1,1,5,3,5,3,1,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0,0,0,0,0,2,3,2,0,0,0,0,1,0,0,26,CBC1_1674746525_6,,8,4,6,15,8,35,16,23,10,9,10,15,10,10,10,10,11,,,8,6,12,11,6,5,11
27,10 Mar 2023 - 19:20:33 MST,10 Mar 2023 - 19:25:09 MST,276,275,1678501233,1678501509,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 11; A509DL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.85 Mobile Safari/537.36",Android 11,Chrome 94.0.4606.85,174.242.221.220,360,,63d13e8a790d868737b2e3c7,640be55a5bccdef2e34175fa,64024c13edfbd03a3efa7bb9,2,1,3,2,2,1,3,1,2,4,3,1,3,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,0,0,0,0,0,0,4,3,2,1,0,1,1,0,0,0,27,CBC1_1674746525_6,,8,4,4,12,12,42,15,11,13,8,8,7,7,6,6,7,7,,,11,63,3,4,4,5,8
28,10 Mar 2023 - 19:23:44 MST,10 Mar 2023 - 19:37:05 MST,801,798,1678501424,1678502225,1,5,0,,Terminate,1,"Mozilla/5.0 (Linux; Android 13; SM-G991U1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",Android 13,Chrome 110.0.0.0,184.57.229.171,412,,60ff4387de3f14b5f8d5aa0d,640be6205346e77b6da49338,64024c13edfbd03a3efa7bb9,3,1,3,7,2,3,3,1,1,3,1,2,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,0,0,0,0,0,0,5,2,2,1,0,1,1,1,0,0,28,CBC1_1674746525_6,,7,3,3,16,387,165,13,11,32,9,14,16,9,52,6,13,11,,,2,2,3,5,3,7,9
